Identification Brand,Identification Model,Identification Variant,Identification Year,Identification Body Type,Identification Seating Capacity,Identification Segment,Pricing Delhi Ex Showroom Price,Pricing Delhi On Road Price,Pricing Delhi Resale Value,Pricing Delhi Insurance Cost,Engine Cc,Engine Cylinders,Engine Type,Engine Turbo,Engine Bhp,Engine Torque,Engine Transmission,Engine Gears,Engine Drive,Engine 0 100 Sec,Engine Top Speed,Efficiency Fuel Type,Efficiency Mileage Arai,Efficiency Mileage City,Efficiency Mileage Highway,Efficiency Tank Capacity,Dimensions Length,Dimensions Width,Dimensions Height,Dimensions Wheelbase,Dimensions Ground Clearance,Dimensions Weight Kg,Dimensions Boot Liters,Dimensions Turning Radius,Ev Data Is Ev,Ev Data Battery Kwh,Ev Data Range Km,Ev Data Charging Ac Hours,Ev Data Charging Dc Min,Safety Ncap Stars,Safety Airbags,Safety Abs,Safety Esp,Safety Hill Hold,Safety Isofix,Safety Tpms,Safety Adas Level 2,Features Sunroof,Features Ventilated Seats,Features Cruise Control,Features Keyless Entry,Features Touchscreen Inch,Features 360 Camera,Features Wireless Charging,Features Connected Tech,Features Led Lights,Features Alloy Wheels,Warranty Years,Warranty Km,Warranty Service Km
Maruti Suzuki,S-Presso,VXi Plus AGS,2025,Micro SUV,5,Entry-Level Hatchback,610000,685000,Strong,18500,998,3,Petrol,FALSE,66,89,AMT,5,FWD,14.5,145,Petrol,25.3,19.5,22,27,3565,1520,1567,2380,180,800,240,4.5,FALSE,0,0,0,0,1,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,S-Presso,LXi CNG,2025,Hatchback,5,Entry-Level,635000,720000,Excellent,25000,998,3,Petrol/CNG,FALSE,56,82,Manual,5,FWD,17.5,140,CNG,32.73,28,30,55,3565,1520,1567,2380,180,920,175,4.5,FALSE,0,0,0,0,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,S-Presso,VXi CNG,2025,Hatchback,5,Entry-Level Hatchback,645000,740000,Excellent,25000,998,3,Petrol/CNG,FALSE,56,82,Manual,5,FWD,18,135,CNG,32.73,28,31,10,3565,1520,1567,2380,185,900,50,4.5,FALSE,0,0,0,0,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Celerio,LXi,2025,Hatchback,5,A-Segment,560000,620000,Excellent,28000,998,3,Petrol,FALSE,66,89,Manual,5,FWD,15.5,145,Petrol,25.24,19,22,32,3695,1655,1555,2435,170,800,313,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Celerio,VXi,2025,Hatchback,5,A-Segment,610000,690000,Good,25000,998,3,Petrol,FALSE,66,89,Manual,5,FWD,14.5,150,Petrol,25,18,22,32,3695,1655,1555,2435,170,825,313,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Celerio,ZXi,2025,Hatchback,5,Compact Hatchback,675000,770000,Excellent,25000,998,3,Petrol,FALSE,66,89,Manual,5,FWD,14.5,145,Petrol,25.24,18,22,32,3695,1655,1555,2435,170,820,313,4.7,FALSE,0,0,0,0,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Celerio,ZXi Plus,2025,Hatchback,5,Entry-Level Hatchback,720000,820000,Excellent,28000,998,3,Petrol,FALSE,66,89,AMT,5,FWD,15,145,Petrol,26,18,22,32,3695,1655,1555,2435,170,830,313,4.7,FALSE,0,0,0,0,1,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Celerio,VXi AGS,2025,Hatchback,5,A-Segment,595000,685000,Good,30000,998,3,Petrol,FALSE,66,89,AMT,5,FWD,15,145,Petrol,26.68,18,22,32,3695,1655,1555,2435,170,825,313,4.7,FALSE,0,0,0,0,1,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Celerio,ZXi AGS,2025,Hatchback,5,A-Segment,710000,815000,Strong,30000,998,3,Petrol,FALSE,66,89,AMT,5,FWD,13.5,155,Petrol,26.68,18,22,32,3695,1655,1555,2435,170,830,313,4.7,FALSE,0,0,0,0,3,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Celerio,ZXi Plus AGS,2025,Hatchback,5,Entry-Level Hatchback,730000,840000,Strong,30000,998,3,Petrol,FALSE,66,89,AMT,5,FWD,14.5,145,Petrol,26,18,22,32,3695,1655,1555,2435,170,825,313,4.7,FALSE,0,0,0,0,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Celerio,VXi CNG,2025,Hatchback,5,A-Segment,720000,820000,Excellent,22000,998,3,Petrol/CNG,FALSE,56,82,Manual,5,FWD,16.5,140,CNG,34.43,25,30,60,3695,1655,1555,2435,170,920,160,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Wagon R,LXi 1.0,2025,Hatchback,5,A-Segment,575000,645000,Excellent,22000,998,3,Petrol,FALSE,66,89,Manual,5,FWD,15.5,145,Petrol,24.35,18,22,32,3655,1620,1675,2435,165,830,341,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Wagon R,VXi 1.0,2025,Hatchback,5,Entry-Level Hatchback,610000,685000,Excellent,25000,998,3,Petrol,FALSE,67,89,Manual,5,FWD,15.5,145,Petrol,24.35,18,22,32,3655,1620,1675,2435,165,855,341,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Wagon R,ZXi 1.2,2025,Hatchback,5,Compact Hatchback,680000,780000,Excellent,25000,1197,4,Petrol,FALSE,89,113,Manual,5,FWD,12.5,155,Petrol,24.8,18,22,32,3655,1620,1675,2435,165,920,341,4.7,FALSE,0,0,0,0,2,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Wagon R,ZXi Plus 1.2,2025,Hatchback,5,B-Segment Hatchback,780000,885000,Excellent,30000,1197,4,Petrol,FALSE,89,113,AMT,5,FWD,12.5,155,Petrol,24.43,17,22,32,3655,1620,1675,2435,165,960,341,4.7,FALSE,0,0,0,0,2,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Wagon R,VXi AGS,2025,Hatchback,5,Entry-Level Hatchback,680000,777000,Excellent,22000,998,3,Petrol,FALSE,67,90,AMT,5,FWD,16,145,Petrol,25,18,22,32,3655,1620,1675,2435,165,850,341,4.7,FALSE,0,0,0,0,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Wagon R,ZXi AGS,2025,Hatchback,5,Compact Hatchback,705000,810000,Excellent,25000,1197,4,Petrol,FALSE,89,113,AMT,5,FWD,12.5,150,Petrol,25.5,18,22,32,3655,1620,1675,2435,165,915,341,4.7,FALSE,0,0,0,0,2,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Maruti Suzuki,Wagon R,ZXi Plus AGS,2025,Hatchback,5,A-Segment,685000,780000,Excellent,25000,1197,4,Petrol,FALSE,89,113,AMT,5,FWD,13.5,150,Petrol,24.8,18,22,32,3655,1620,1675,2435,170,905,341,4.7,FALSE,0,0,0,0,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,8,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Wagon R,LXi CNG,2025,Hatchback,5,A-Segment,655000,730000,Excellent,25000,998,3,Petrol/CNG,FALSE,56,82,Manual,5,FWD,17.5,145,CNG,34.05,28,32,32,3655,1620,1675,2435,165,960,70,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Wagon R,VXi CNG,2025,Hatchback,5,A-Segment,745000,850000,Excellent,25000,998,3,Petrol/CNG,FALSE,56,82,Manual,5,FWD,17,140,CNG,34.05,28,30,60,3655,1620,1675,2435,165,950,70,4.7,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Swift,LXi,2025,Hatchback,5,Premium Hatchback,660000,750000,Excellent,22000,1197,3,Petrol,FALSE,82,112,Manual,5,FWD,13.5,165,Petrol,24.8,18,21,37,3860,1735,1520,2450,163,915,265,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Swift,VXi,2025,Hatchback,5,B-Segment,715000,835000,Excellent,25000,1197,3,Petrol,FALSE,81,112,Manual,5,FWD,12.5,165,Petrol,25.75,18,22,37,3860,1735,1520,2450,163,920,265,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Swift,VXi (O),2025,Hatchback,5,B-Segment,750000,855000,Excellent,30000,1197,3,Petrol,FALSE,82,112,Manual,5,FWD,13,165,Petrol,25,18,22,37,3860,1735,1520,2450,163,920,265,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Swift,ZXi,2025,Hatchback,5,B-Segment,890000,1010000,Excellent,35000,1197,3,Petrol,FALSE,82,112,Manual,5,FWD,12,165,Petrol,25,18,22,37,3860,1735,1520,2450,163,950,265,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,FALSE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Swift,ZXi Plus,2025,Hatchback,5,B-Segment,985000,1120000,Excellent,35000,1197,3,Petrol,FALSE,82,112,AMT,5,FWD,13,165,Petrol,25.75,18,22,37,3860,1695,1500,2450,163,965,265,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,TRUE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Swift,VXi AGS,2025,Hatchback,5,B-Segment,765000,850000,Excellent,30000,1197,3,Petrol,FALSE,80,112,AMT,5,FWD,13.5,165,Petrol,25.75,18,22,37,3860,1735,1520,2450,163,910,265,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Swift,ZXi AGS,2025,Hatchback,5,B-Segment Hatchback,900000,1055000,Excellent,36000,1197,3,Petrol,FALSE,82,112,AMT,5,FWD,13,165,Petrol,25.75,18.5,22,37,3860,1735,1520,2450,163,950,265,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,FALSE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Swift,ZXi Plus AGS,2025,Hatchback,5,B-Segment Hatchback,985000,1135000,Excellent,39400,1197,3,Petrol,FALSE,82,112,AMT,5,FWD,13.5,165,Petrol,25.75,18.5,22,37,3860,1735,1500,2450,163,950,265,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,TRUE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Swift,VXi CNG,2025,Hatchback,5,Premium Hatchback,849000,955000,Excellent,32000,1197,3,Petrol/CNG,FALSE,76,98,Manual,5,FWD,15.5,145,CNG,30.9,25,28,55,3860,1735,1520,2450,163,1030,150,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Dzire,LXi,2025,Sedan,5,Compact Sedan,685000,775000,Strong,30000,1197,4,Petrol,FALSE,89,113,Manual,5,FWD,12.5,165,Petrol,22.4,17.5,20.5,37,3995,1735,1515,2450,170,915,378,4.8,FALSE,0,0,0,0,3,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Dzire,VXi,2025,Compact Sedan,5,Sub-4m Sedan,780000,880000,Excellent,30000,1197,3,Petrol,FALSE,82,112,Manual,5,FWD,13,155,Petrol,24.5,18,21,37,3995,1735,1515,2450,170,910,378,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Dzire,ZXi,2025,Compact Sedan,5,Sub-Compact,875000,1020000,Excellent,35000,1197,4,Petrol,FALSE,88,113,Manual,5,FWD,12,165,Petrol,23.5,18,21,37,3995,1735,1515,2450,170,950,378,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,FALSE,FALSE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Dzire,ZXi Plus,2025,Compact Sedan,5,Sub-Compact Sedan,980000,1120000,Excellent,35000,1197,4,Petrol,FALSE,90,113,Manual,5,FWD,11.5,165,Petrol,24.5,18.5,22,37,3995,1735,1515,2450,163,960,378,4.8,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,TRUE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Dzire,VXi AGS,2025,Sedan,5,Compact Sedan,880000,995000,Excellent,35000,1197,4,Petrol,FALSE,89,113,AMT,5,FWD,13.5,155,Petrol,24.5,18,22,37,3995,1735,1515,2450,170,960,378,4.8,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Dzire,ZXi AGS,2025,Sedan,5,Sub-Compact Sedan,980000,1110000,Excellent,35000,1197,4,Petrol,FALSE,89,113,AMT,5,FWD,13,155,Petrol,24.5,18,22,37,3995,1735,1515,2450,170,950,378,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,FALSE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Dzire,ZXi Plus AGS,2025,Compact Sedan,5,Sub-4 Meter Sedan,985000,1140000,Excellent,40000,1197,4,Petrol,FALSE,88,113,AMT,5,FWD,13,165,Petrol,24.5,18,21,37,3995,1735,1515,2450,170,960,378,4.8,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,9,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Maruti Suzuki,Dzire,VXi CNG,2025,Compact Sedan,5,Sub-4m Sedan,879000,995000,Excellent,35000,1197,4,Petrol/CNG,FALSE,76,98,Manual,5,FWD,15.5,155,CNG,31.1,22,26,37,3995,1735,1515,2450,165,1060,190,4.8,FALSE,0,0,0,0,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Brezza,LXi,2025,Compact SUV,5,Sub-Compact SUV,875000,995000,Excellent,35000,1462,4,Petrol,FALSE,101,136,Manual,5,FWD,13,165,Petrol,20.15,15,18,48,3995,1790,1685,2500,200,1150,328,5.2,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Brezza,VXi,2025,SUV,5,Compact SUV,1100000,1250000,Excellent,35000,1462,4,Petrol,FALSE,103,137,Manual,5,FWD,13,165,Petrol,20,15,18,48,3995,1790,1685,2500,200,1200,328,5.2,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Brezza,ZXi,2025,SUV,5,Compact SUV,1155000,1315000,Excellent,35000,1462,4,Mild Hybrid,FALSE,103,137,Manual,5,FWD,12.5,165,Petrol,20.15,14.5,18,48,3995,1790,1685,2500,200,1195,328,5.2,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,3,100000,10000
Maruti Suzuki,Brezza,ZXi Plus,2025,Compact SUV,5,Compact SUV (Sub-4m),1300000,1510000,Excellent,45000,1462,4,Mild Hybrid,FALSE,103,137,Manual,5,FWD,11.8,170,Petrol,20.15,14,18,48,3995,1790,1685,2500,200,1180,328,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,9,TRUE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
Maruti Suzuki,Brezza,VXi AT,2025,Compact SUV,5,Sub-4 Meter SUV,1150000,1320000,Excellent,35000,1462,4,Mild Hybrid,FALSE,101,137,Automatic,6,FWD,13.5,165,Petrol,20.1,14.5,18,48,3995,1790,1685,2500,200,1185,328,5.2,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None,FALSE,TRUE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Brezza,ZXi AT,2025,Compact SUV,5,Sub-4 Meter SUV,1300000,1500000,Excellent,45000,1462,4,Mild Hybrid,FALSE,103,137,Automatic,6,FWD,13,165,Petrol,19.8,14.5,18,48,3995,1790,1685,2500,200,1195,328,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,9,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Maruti Suzuki,Brezza,ZXi Plus AT,2025,SUV,5,Sub-Compact SUV,1450000,1670000,Excellent,55000,1462,4,Mild Hybrid,FALSE,103,137,Automatic,6,FWD,12.5,170,Petrol,19.8,13.5,16.5,48,3995,1790,1685,2500,200,1185,328,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,9,TRUE,TRUE,TRUE,TRUE,TRUE,2,40000,10000
